"","ArrivalDate","n"
"1149",2017-03-02,10
"1150",2017-03-03,12
"1151",2017-03-04,14
"1152",2017-03-05,8
"1153",2017-03-06,8
"1154",2017-03-07,3
"1155",2017-03-08,10
"1156",2017-03-09,6
"1157",2017-03-10,5
"1158",2017-03-11,6
"1159",2017-03-12,9
"1160",2017-03-13,12
"1161",2017-03-14,8
"1162",2017-03-15,14
"1163",2017-03-16,6
"1164",2017-03-17,6
"1165",2017-03-18,6
"1166",2017-03-19,19
"1167",2017-03-20,11
"1168",2017-03-21,10
"1169",2017-03-22,4
"1170",2017-03-23,5
"1171",2017-03-24,6
"1172",2017-03-25,11
"1173",2017-03-26,15
"1174",2017-03-27,6
"1175",2017-03-28,12
"1176",2017-03-29,7
"1177",2017-03-30,8
"1178",2017-03-31,8
"1179",2017-04-01,13
"1180",2017-04-02,10
"1181",2017-04-03,15
"1182",2017-04-04,16
"1183",2017-04-05,7
"1184",2017-04-06,1
"1185",2017-04-07,11
"1186",2017-04-08,16
"1187",2017-04-09,22
"1188",2017-04-10,7
"1189",2017-04-11,10
"1190",2017-04-12,17
"1191",2017-04-13,17
"1192",2017-04-14,15
"1193",2017-04-15,20
"1194",2017-04-16,18
"1195",2017-04-17,13
"1196",2017-04-18,7
"1197",2017-04-19,8
"1198",2017-04-20,3
"1199",2017-04-21,6
"1200",2017-04-22,12
"1201",2017-04-23,11
"1202",2017-04-24,3
"1203",2017-04-25,5
"1204",2017-04-26,12
"1205",2017-04-27,8
"1206",2017-04-28,10
"1207",2017-04-29,1
"1208",2017-04-30,9
"1209",2017-05-01,7
"1210",2017-05-02,9
"1211",2017-05-03,16
"1212",2017-05-04,4
"1213",2017-05-05,8
"1214",2017-05-06,19
"1215",2017-05-07,12
"1216",2017-05-08,20
"1217",2017-05-09,16
"1218",2017-05-10,10
"1219",2017-05-11,9
"1220",2017-05-12,6
"1221",2017-05-13,11
"1222",2017-05-14,11
"1223",2017-05-15,5
"1224",2017-05-16,5
"1225",2017-05-17,8
"1226",2017-05-18,4
"1227",2017-05-19,15
"1228",2017-05-20,12
"1229",2017-05-21,12
"1230",2017-05-22,8
"1231",2017-05-23,11
"1232",2017-05-24,9
"1233",2017-05-25,7
"1234",2017-05-26,18
"1235",2017-05-27,31
"1236",2017-05-28,31
"1237",2017-05-29,39
"1238",2017-05-30,10
"1239",2017-05-31,9
"1240",2017-06-01,7
"1241",2017-06-02,4
"1242",2017-06-03,9
"1243",2017-06-04,13
"1244",2017-06-05,7
"1245",2017-06-06,11
"1246",2017-06-07,8
"1247",2017-06-08,6
"1248",2017-06-09,19
"1249",2017-06-10,16
"1250",2017-06-11,13
"1251",2017-06-12,20
"1252",2017-06-13,12
"1253",2017-06-14,4
"1254",2017-06-15,5
"1255",2017-06-16,8
"1256",2017-06-17,9
"1257",2017-06-18,17
"1258",2017-06-19,4
"1259",2017-06-20,10
"1260",2017-06-21,8
"1261",2017-06-22,12
"1262",2017-06-23,14
"1263",2017-06-24,15
"1264",2017-06-25,14
"1265",2017-06-26,13
"1266",2017-06-27,14
"1267",2017-06-28,3
"1268",2017-06-29,14
"1269",2017-06-30,8
"1270",2017-07-01,10
"1271",2017-07-02,17
"1272",2017-07-03,12
"1273",2017-07-04,12
"1274",2017-07-05,10
"1275",2017-07-06,6
"1276",2017-07-07,11
"1277",2017-07-08,11
"1278",2017-07-09,4
"1279",2017-07-10,16
"1280",2017-07-11,10
"1281",2017-07-12,14
"1282",2017-07-13,15
"1283",2017-07-14,14
"1284",2017-07-15,12
"1285",2017-07-16,11
"1286",2017-07-17,6
"1287",2017-07-18,10
"1288",2017-07-19,3
"1289",2017-07-20,8
"1290",2017-07-21,11
"1291",2017-07-22,10
"1292",2017-07-23,14
"1293",2017-07-24,12
"1294",2017-07-25,13
"1295",2017-07-26,8
"1296",2017-07-27,5
"1297",2017-07-28,9
"1298",2017-07-29,31
"1299",2017-07-30,18
"1300",2017-07-31,16
"1301",2017-08-01,4
"1302",2017-08-02,9
"1303",2017-08-03,8
"1304",2017-08-04,8
"1305",2017-08-05,11
"1306",2017-08-06,9
"1307",2017-08-07,10
"1308",2017-08-08,7
"1309",2017-08-09,3
"1310",2017-08-10,8
"1311",2017-08-11,7
"1312",2017-08-12,13
"1313",2017-08-13,10
"1314",2017-08-14,10
"1315",2017-08-15,7
"1316",2017-08-16,10
"1317",2017-08-17,13
"1318",2017-08-18,10
"1319",2017-08-19,79
"1320",2017-08-20,9
"1321",2017-08-21,8
"1322",2017-08-22,5
"1323",2017-08-23,13
"1324",2017-08-24,13
"1325",2017-08-25,9
"1326",2017-08-26,11
"1327",2017-08-27,8
"1328",2017-08-28,15
"1329",2017-08-29,10
"1330",2017-08-30,8
"1331",2017-08-31,11
"1332",2017-09-01,14
"1333",2017-09-02,20
"1334",2017-09-03,20
"1335",2017-09-04,16
"1336",2017-09-05,18
"1337",2017-09-06,9
"1338",2017-09-07,8
"1339",2017-09-08,5
"1340",2017-09-09,17
"1341",2017-09-10,13
"1342",2017-09-11,7
"1343",2017-09-12,15
"1344",2017-09-13,7
"1345",2017-09-14,3
"1346",2017-09-15,5
"1347",2017-09-16,9
"1348",2017-09-17,15
"1349",2017-09-18,5
"1350",2017-09-19,8
"1351",2017-09-20,10
"1352",2017-09-21,5
"1353",2017-09-22,5
"1354",2017-09-23,8
"1355",2017-09-24,15
"1356",2017-09-25,8
"1357",2017-09-26,7
"1358",2017-09-27,7
"1359",2017-09-28,5
"1360",2017-09-29,18
"1361",2017-09-30,14
"1362",2017-10-01,15
"1363",2017-10-02,15
"1364",2017-10-03,8
"1365",2017-10-04,10
"1366",2017-10-05,11
"1367",2017-10-06,11
"1368",2017-10-07,19
"1369",2017-10-08,27
"1370",2017-10-09,14
"1371",2017-10-10,12
"1372",2017-10-11,11
"1373",2017-10-12,11
"1374",2017-10-13,10
"1375",2017-10-14,9
"1376",2017-10-15,14
"1377",2017-10-16,11
"1378",2017-10-17,15
"1379",2017-10-18,5
"1380",2017-10-19,11
"1381",2017-10-20,7
"1382",2017-10-21,13
"1383",2017-10-22,12
"1384",2017-10-23,9
"1385",2017-10-24,7
"1386",2017-10-26,11
"1387",2017-10-27,12
"1388",2017-10-28,29
"1389",2017-10-29,21
"1390",2017-10-30,23
"1391",2017-10-31,11
"1392",2017-11-01,14
"1393",2017-11-02,6
"1394",2017-11-03,4
"1395",2017-11-04,7
"1396",2017-11-05,5
"1397",2017-11-06,9
"1398",2017-11-07,7
"1399",2017-11-08,7
"1400",2017-11-09,5
"1401",2017-11-10,6
"1402",2017-11-11,5
"1403",2017-11-12,11
"1404",2017-11-13,12
"1405",2017-11-14,8
"1406",2017-11-15,6
"1407",2017-11-16,10
"1408",2017-11-17,7
"1409",2017-11-18,16
"1410",2017-11-19,8
"1411",2017-11-20,6
"1412",2017-11-21,11
"1413",2017-11-22,7
"1414",2017-11-24,14
"1415",2017-11-25,14
"1416",2017-11-26,26
"1417",2017-11-27,14
"1418",2017-11-28,10
"1419",2017-11-29,4
"1420",2017-11-30,6
"1421",2017-12-01,11
"1422",2017-12-02,8
"1423",2017-12-03,10
"1424",2017-12-04,5
"1425",2017-12-05,1
"1426",2017-12-06,3
"1427",2017-12-07,5
"1428",2017-12-08,6
"1429",2017-12-09,22
"1430",2017-12-10,16
"1431",2017-12-11,21
"1432",2017-12-12,12
"1433",2017-12-13,7
"1434",2017-12-14,8
"1435",2017-12-15,11
"1436",2017-12-16,6
"1437",2017-12-17,16
"1438",2017-12-18,10
"1439",2017-12-19,8
"1440",2017-12-20,9
"1441",2017-12-21,13
"1442",2017-12-22,19
"1443",2017-12-23,15
"1444",2017-12-24,6
"1445",2017-12-26,14
"1446",2017-12-27,15
"1447",2017-12-28,10
"1448",2017-12-29,15
"1449",2017-12-30,13
"1450",2017-12-31,21
"1451",2018-01-02,6
"1452",2018-01-03,16
"1453",2018-01-04,17
"1454",2018-01-05,10
"1455",2018-01-06,10
"1456",2018-01-07,13
"1457",2018-01-08,12
"1458",2018-01-09,6
"1459",2018-01-10,12
"1460",2018-01-11,6
"1461",2018-01-12,8
"1462",2018-01-13,17
"1463",2018-01-14,34
"1464",2018-01-15,11
"1465",2018-01-17,10
"1466",2018-01-18,12
"1467",2018-01-19,7
"1468",2018-01-20,12
"1469",2018-01-21,13
"1470",2018-01-22,13
"1471",2018-01-23,9
"1472",2018-01-24,7
"1473",2018-01-25,10
"1474",2018-01-26,7
"1475",2018-01-27,18
"1476",2018-01-28,17
"1477",2018-01-29,17
"1478",2018-01-30,5
"1479",2018-01-31,5
"1480",2018-02-01,9
"1481",2018-02-02,10
"1482",2018-02-03,23
"1483",2018-02-04,18
"1484",2018-02-05,10
"1485",2018-02-06,8
"1486",2018-02-07,6
"1487",2018-02-08,5
"1488",2018-02-09,13
"1489",2018-02-10,16
"1490",2018-02-11,11
"1491",2018-02-12,10
"1492",2018-02-13,10
"1493",2018-02-14,7
"1494",2018-02-15,10
"1495",2018-02-16,10
"1496",2018-02-17,9
"1497",2018-02-18,14
"1498",2018-02-19,16
"1499",2018-02-20,7
"1500",2018-02-21,7
"1501",2018-02-22,5
"1502",2018-02-23,12
"1503",2018-02-24,8
"1504",2018-02-25,13
"1505",2018-02-26,9
"1506",2018-02-27,7
"1507",2018-02-28,17
"1508",2018-03-01,12
"1509",2018-03-02,12
"1510",2018-03-03,15
"1511",2018-03-04,26
"1512",2018-03-05,12
"1513",2018-03-06,9
"1514",2018-03-08,9
"1515",2018-03-09,7
"1516",2018-03-10,42
"1517",2018-03-11,21
"1518",2018-03-12,17
"1519",2018-03-13,8
"1520",2018-03-14,8
"1521",2018-03-15,7
"1522",2018-03-16,16
"1523",2018-03-17,40
"1524",2018-03-18,20
"1525",2018-03-19,9
"1526",2018-03-20,8
"1527",2018-03-21,8
"1528",2018-03-22,6
"1529",2018-03-23,6
"1530",2018-03-24,10
"1531",2018-03-25,22
"1532",2018-03-26,7
"1533",2018-03-27,9
"1534",2018-03-28,11
"1535",2018-03-29,10
"1536",2018-03-30,15
"1537",2018-03-31,12
"1538",2018-04-01,16
"1539",2018-04-02,5
"1540",2018-04-03,11
"1541",2018-04-04,10
"1542",2018-04-05,11
"1543",2018-04-06,19
"1544",2018-04-07,9
"1545",2018-04-08,17
"1546",2018-04-09,6
"1547",2018-04-10,13
"1548",2018-04-11,12
"1549",2018-04-12,1
"1550",2018-04-13,12
"1551",2018-04-14,15
"1552",2018-04-15,14
"1553",2018-04-16,11
"1554",2018-04-17,10
"1555",2018-04-18,2
"1556",2018-04-19,5
"1557",2018-04-20,11
"1558",2018-04-21,18
"1559",2018-04-22,15
"1560",2018-04-23,6
"1561",2018-04-24,7
"1562",2018-04-25,8
"1563",2018-04-26,9
"1564",2018-04-27,8
"1565",2018-04-28,9
"1566",2018-04-29,15
"1567",2018-04-30,14
"1568",2018-05-01,12
"1569",2018-05-02,10
"1570",2018-05-03,5
"1571",2018-05-04,9
"1572",2018-05-05,11
"1573",2018-05-06,34
"1574",2018-05-07,9
"1575",2018-05-08,6
"1576",2018-05-09,11
"1577",2018-05-10,15
"1578",2018-05-11,7
"1579",2018-05-12,7
"1580",2018-05-13,15
"1581",2018-05-14,10
"1582",2018-05-15,6
"1583",2018-05-16,11
"1584",2018-05-17,9
"1585",2018-05-18,7
"1586",2018-05-19,14
"1587",2018-05-20,11
"1588",2018-05-21,10
"1589",2018-05-22,6
"1590",2018-05-23,4
"1591",2018-05-24,5
"1592",2018-05-25,9
"1593",2018-05-26,13
"1594",2018-05-27,26
"1595",2018-05-28,34
"1596",2018-05-29,15
"1597",2018-05-30,11
"1598",2018-05-31,10
"1599",2018-06-01,12
"1600",2018-06-02,18
"1601",2018-06-03,19
"1602",2018-06-04,6
"1603",2018-06-05,15
"1604",2018-06-06,14
"1605",2018-06-07,6
"1606",2018-06-08,4
"1607",2018-06-09,14
"1608",2018-06-10,17
"1609",2018-06-11,20
"1610",2018-06-12,6
"1611",2018-06-13,4
"1612",2018-06-14,7
"1613",2018-06-15,6
"1614",2018-06-16,9
"1615",2018-06-17,7
"1616",2018-06-18,10
"1617",2018-06-19,6
"1618",2018-06-20,4
"1619",2018-06-21,6
"1620",2018-06-22,11
"1621",2018-06-23,16
"1622",2018-06-24,10
"1623",2018-06-25,16
"1624",2018-06-26,19
"1625",2018-06-27,22
"1626",2018-06-28,11
"1627",2018-06-29,13
"1628",2018-06-30,13
"1629",2018-07-01,22
"1630",2018-07-02,17
"1631",2018-07-03,13
"1632",2018-07-04,7
"1633",2018-07-05,10
"1634",2018-07-06,11
"1635",2018-07-07,17
"1636",2018-07-08,18
"1637",2018-07-09,14
"1638",2018-07-10,16
"1639",2018-07-11,8
"1640",2018-07-12,10
"1641",2018-07-13,13
"1642",2018-07-14,25
"1643",2018-07-15,8
"1644",2018-07-16,18
"1645",2018-07-17,10
"1646",2018-07-18,10
"1647",2018-07-19,6
"1648",2018-07-20,5
"1649",2018-07-21,14
"1650",2018-07-22,13
"1651",2018-07-23,11
"1652",2018-07-24,6
"1653",2018-07-25,6
"1654",2018-07-26,11
"1655",2018-07-27,9
"1656",2018-07-28,21
"1657",2018-07-29,25
"1658",2018-07-30,17
"1659",2018-07-31,8
"1660",2018-08-01,4
"1661",2018-08-02,5
"1662",2018-08-03,8
"1663",2018-08-04,11
"1664",2018-08-05,15
"1665",2018-08-06,12
"1666",2018-08-07,4
"1667",2018-08-08,11
"1668",2018-08-09,6
"1669",2018-08-10,12
"1670",2018-08-11,12
"1671",2018-08-12,34
"1672",2018-08-13,14
"1673",2018-08-14,14
"1674",2018-08-15,17
"1675",2018-08-16,10
"1676",2018-08-17,14
"1677",2018-08-18,61
"1678",2018-08-19,31
"1679",2018-08-20,15
"1680",2018-08-21,10
"1681",2018-08-22,17
"1682",2018-08-23,14
"1683",2018-08-24,20
"1684",2018-08-25,14
"1685",2018-08-26,11
"1686",2018-08-27,7
"1687",2018-08-28,11
"1688",2018-08-29,4
"1689",2018-08-30,5
"1690",2018-08-31,6
"1691",2018-09-01,10
"1692",2018-09-02,12
"1693",2018-09-03,23
"1694",2018-09-04,11
"1695",2018-09-05,8
"1696",2018-09-06,10
"1697",2018-09-07,6
"1698",2018-09-08,18
"1699",2018-09-09,13
"1700",2018-09-10,7
"1701",2018-09-11,4
"1702",2018-09-12,8
"1703",2018-09-13,10
"1704",2018-09-14,11
"1705",2018-09-15,14
"1706",2018-09-16,7
"1707",2018-09-17,20
"1708",2018-09-18,17
"1709",2018-09-19,12
"1710",2018-09-20,8
"1711",2018-09-21,10
"1712",2018-09-22,16
"1713",2018-09-23,10
"1714",2018-09-24,12
"1715",2018-09-25,11
"1716",2018-09-26,8
"1717",2018-09-27,7
"1718",2018-09-28,5
"1719",2018-09-29,13
"1720",2018-09-30,14
"1721",2018-10-01,9
"1722",2018-10-02,5
"1723",2018-10-03,5
"1724",2018-10-04,2
"1725",2018-10-05,23
"1726",2018-10-06,17
"1727",2018-10-07,23
"1728",2018-10-08,20
"1729",2018-10-09,17
"1730",2018-10-10,13
"1731",2018-10-11,7
"1732",2018-10-12,8
"1733",2018-10-13,13
"1734",2018-10-14,18
"1735",2018-10-15,15
"1736",2018-10-16,13
"1737",2018-10-17,17
"1738",2018-10-18,13
"1739",2018-10-19,11
"1740",2018-10-20,19
"1741",2018-10-21,6
"1742",2018-10-22,17
"1743",2018-10-23,18
"1744",2018-10-24,12
"1745",2018-10-25,6
"1746",2018-10-26,7
"1747",2018-10-27,14
"1748",2018-10-28,8
"1749",2018-10-29,8
"1750",2018-10-30,2
"1751",2018-10-31,3
"1752",2018-11-01,2
"1753",2018-11-02,5
"1754",2018-11-03,7
"1755",2018-11-04,5
"1756",2018-11-05,5
"1757",2018-11-06,3
"1758",2018-11-07,2
"1759",2018-11-08,2
"1760",2018-11-09,3
"1761",2018-11-10,4
"1762",2018-11-11,4
"1763",2018-11-12,1
"1764",2018-11-13,5
"1765",2018-11-15,1
"1766",2018-11-16,1
"1767",2018-11-17,4
"1768",2018-11-18,2
"1769",2018-11-19,4
"1770",2018-11-20,2
"1771",2018-11-23,15
"1772",2018-11-24,7
"1773",2018-11-25,7
"1774",2018-11-26,6
"1775",2018-11-27,2
"1776",2018-11-28,3
"1777",2018-11-29,2
"1778",2018-11-30,4
"1779",2018-12-01,1
"1780",2018-12-02,6
"1781",2018-12-03,5
"1782",2018-12-04,7
"1783",2018-12-05,2
"1784",2018-12-06,6
"1785",2018-12-07,4
"1786",2018-12-08,13
"1787",2018-12-09,8
"1788",2018-12-10,11
"1789",2018-12-11,14
"1790",2018-12-12,7
"1791",2018-12-13,5
"1792",2018-12-14,14
"1793",2018-12-15,15
"1794",2018-12-16,24
"1795",2018-12-17,20
"1796",2018-12-18,13
"1797",2018-12-19,7
"1798",2018-12-20,13
"1799",2018-12-21,4
"1800",2018-12-22,12
"1801",2018-12-23,19
"1802",2018-12-24,12
"1803",2018-12-26,14
"1804",2018-12-27,13
"1805",2018-12-28,10
"1806",2018-12-29,9
"1807",2018-12-30,19
"1808",2018-12-31,12
"1809",2019-01-02,12
"1810",2019-01-03,8
"1811",2019-01-04,13
"1812",2019-01-05,13
"1813",2019-01-06,12
"1814",2019-01-07,18
"1815",2019-01-08,11
"1816",2019-01-09,7
"1817",2019-01-10,7
"1818",2019-01-11,14
"1819",2019-01-12,13
"1820",2019-01-13,15
"1821",2019-01-14,15
"1822",2019-01-15,10
"1823",2019-01-16,11
"1824",2019-01-17,12
"1825",2019-01-18,16
"1826",2019-01-19,24
"1827",2019-01-20,16
"1828",2019-01-21,24
"1829",2019-01-22,14
"1830",2019-01-23,16
"1831",2019-01-24,12
"1832",2019-01-25,11
"1833",2019-01-26,13
"1834",2019-01-27,16
"1835",2019-01-28,13
"1836",2019-01-29,8
"1837",2019-01-30,9
"1838",2019-01-31,5
"1839",2019-02-01,9
"1840",2019-02-02,11
"1841",2019-02-03,20
"1842",2019-02-04,9
"1843",2019-02-05,2
"1844",2019-02-06,9
"1845",2019-02-07,10
"1846",2019-02-08,7
"1847",2019-02-09,18
"1848",2019-02-10,17
"1849",2019-02-11,21
"1850",2019-02-12,9
"1851",2019-02-13,10
"1852",2019-02-14,18
"1853",2019-02-15,13
"1854",2019-02-16,15
"1855",2019-02-17,12
"1856",2019-02-18,13
"1857",2019-02-19,13
"1858",2019-02-20,12
"1859",2019-02-21,9
"1860",2019-02-22,9
"1861",2019-02-23,11
"1862",2019-02-24,15
"1863",2019-02-25,17
"1864",2019-02-26,9
"1865",2019-02-27,6
"1866",2019-02-28,10
"1867",2019-03-01,5
"1868",2019-03-02,9
"1869",2019-03-03,23
"1870",2019-03-04,14
"1871",2019-03-05,2
"1872",2019-03-06,8
"1873",2019-03-07,8
"1874",2019-03-08,16
"1875",2019-03-09,27
"1876",2019-03-10,21
"1877",2019-03-11,15
"1878",2019-03-12,15
"1879",2019-03-13,9
"1880",2019-03-14,6
"1881",2019-03-15,10
"1882",2019-03-16,18
"1883",2019-03-17,8
"1884",2019-03-18,17
"1885",2019-03-19,13
"1886",2019-03-20,10
"1887",2019-03-21,12
"1888",2019-03-22,19
"1889",2019-03-23,20
"1890",2019-03-24,8
"1891",2019-03-25,15
"1892",2019-03-26,12
"1893",2019-03-27,7
"1894",2019-03-28,9
"1895",2019-03-29,8
"1896",2019-03-30,16
"1897",2019-03-31,19
"1898",2019-04-01,11
"1899",2019-04-02,12
"1900",2019-04-03,7
"1901",2019-04-04,11
"1902",2019-04-05,7
"1903",2019-04-06,6
"1904",2019-04-07,16
"1905",2019-04-08,6
"1906",2019-04-09,8
"1907",2019-04-10,7
"1908",2019-04-11,5
"1909",2019-04-12,15
"1910",2019-04-13,34
"1911",2019-04-14,19
"1912",2019-04-15,12
"1913",2019-04-16,7
"1914",2019-04-17,6
"1915",2019-04-18,5
"1916",2019-04-19,7
"1917",2019-04-20,11
"1918",2019-04-21,15
"1919",2019-04-22,6
"1920",2019-04-23,11
"1921",2019-04-24,9
"1922",2019-04-25,5
"1923",2019-04-26,16
"1924",2019-04-27,14
"1925",2019-04-28,15
"1926",2019-04-29,4
"1927",2019-04-30,16
"1928",2019-05-01,7
"1929",2019-05-02,7
"1930",2019-05-03,7
"1931",2019-05-04,8
"1932",2019-05-05,24
"1933",2019-05-06,8
"1934",2019-05-07,4
"1935",2019-05-08,9
"1936",2019-05-09,8
"1937",2019-05-10,11
"1938",2019-05-11,18
"1939",2019-05-12,40
"1940",2019-05-13,18
"1941",2019-05-14,17
"1942",2019-05-15,17
"1943",2019-05-16,15
"1944",2019-05-17,5
"1945",2019-05-18,9
"1946",2019-05-19,9
"1947",2019-05-20,11
"1948",2019-05-21,7
"1949",2019-05-22,5
"1950",2019-05-23,11
"1951",2019-05-24,7
"1952",2019-05-25,21
"1953",2019-05-26,15
"1954",2019-05-27,11
"1955",2019-05-28,8
"1956",2019-05-29,12
"1957",2019-05-30,10
"1958",2019-05-31,11
"1959",2019-06-01,8
"1960",2019-06-02,18
"1961",2019-06-03,16
"1962",2019-06-04,11
"1963",2019-06-05,5
"1964",2019-06-06,12
"1965",2019-06-07,10
"1966",2019-06-08,22
"1967",2019-06-09,19
"1968",2019-06-10,16
"1969",2019-06-11,13
"1970",2019-06-12,15
"1971",2019-06-13,10
"1972",2019-06-14,14
"1973",2019-06-15,16
"1974",2019-06-16,30
"1975",2019-06-17,14
"1976",2019-06-18,9
"1977",2019-06-19,13
"1978",2019-06-20,16
"1979",2019-06-21,13
"1980",2019-06-22,12
"1981",2019-06-23,13
"1982",2019-06-24,7
"1983",2019-06-25,2
"1984",2019-06-26,9
"1985",2019-06-27,16
"1986",2019-06-28,16
"1987",2019-06-29,31
"1988",2019-06-30,32
"1989",2019-07-01,18
"1990",2019-07-02,15
"1991",2019-07-03,10
"1992",2019-07-04,7
"1993",2019-07-05,17
"1994",2019-07-06,19
"1995",2019-07-07,23
"1996",2019-07-08,10
"1997",2019-07-09,11
"1998",2019-07-10,13
"1999",2019-07-11,7
"2000",2019-07-12,15
"2001",2019-07-13,4
"2002",2019-07-14,13
"2003",2019-07-15,12
"2004",2019-07-16,15
"2005",2019-07-17,15
"2006",2019-07-18,7
"2007",2019-07-19,4
"2008",2019-07-20,21
"2009",2019-07-21,13
"2010",2019-07-22,8
"2011",2019-07-23,15
"2012",2019-07-24,18
"2013",2019-07-25,13
"2014",2019-07-26,9
"2015",2019-07-27,11
"2016",2019-07-28,18
"2017",2019-07-29,14
"2018",2019-07-30,9
"2019",2019-07-31,12
"2020",2019-08-01,8
"2021",2019-08-02,8
"2022",2019-08-03,7
"2023",2019-08-04,17
"2024",2019-08-05,11
"2025",2019-08-06,13
"2026",2019-08-07,10
"2027",2019-08-08,8
"2028",2019-08-09,13
"2029",2019-08-10,18
"2030",2019-08-11,23
"2031",2019-08-12,12
"2032",2019-08-13,13
"2033",2019-08-14,10
"2034",2019-08-15,17
"2035",2019-08-16,14
"2036",2019-08-17,56
"2037",2019-08-18,24
"2038",2019-08-19,27
"2039",2019-08-20,14
"2040",2019-08-21,13
"2041",2019-08-22,14
"2042",2019-08-23,15
"2043",2019-08-24,13
"2044",2019-08-25,22
"2045",2019-08-26,9
"2046",2019-08-27,13
"2047",2019-08-28,17
"2048",2019-08-29,8
"2049",2019-08-30,16
"2050",2019-08-31,12
"2051",2019-09-01,20
"2052",2019-09-02,9
"2053",2019-09-03,9
"2054",2019-09-04,5
"2055",2019-09-05,10
"2056",2019-09-06,10
"2057",2019-09-07,15
"2058",2019-09-08,15
"2059",2019-09-09,15
"2060",2019-09-10,7
"2061",2019-09-11,8
"2062",2019-09-12,13
"2063",2019-09-13,15
"2064",2019-09-14,23
"2065",2019-09-15,21
"2066",2019-09-16,18
"2067",2019-09-17,12
"2068",2019-09-18,8
"2069",2019-09-19,9
"2070",2019-09-20,10
"2071",2019-09-21,16
"2072",2019-09-22,14
"2073",2019-09-23,15
"2074",2019-09-24,7
"2075",2019-09-25,15
"2076",2019-09-26,10
"2077",2019-09-27,11
"2078",2019-09-28,19
"2079",2019-09-29,25
"2080",2019-09-30,16
"2081",2019-10-01,11
"2082",2019-10-02,6
"2083",2019-10-03,9
"2084",2019-10-04,12
"2085",2019-10-05,14
"2086",2019-10-06,15
"2087",2019-10-07,21
"2088",2019-10-08,12
"2089",2019-10-09,13
"2090",2019-10-10,6
"2091",2019-10-11,5
"2092",2019-10-12,10
"2093",2019-10-13,22
"2094",2019-10-14,12
"2095",2019-10-15,14
"2096",2019-10-16,10
